,id,char,freq
748,748,깼,7
749,749,깬,4
750,750,젠,11
751,751,샤,8
752,752,걍,3
753,753,놔,9
754,754,둬,6
755,755,뒀,1
756,756,죽,45
757,757,쉽,18
758,758,꼽,5
759,759,완,71
760,760,벤,6
761,761,흥,8
762,762,뻐,6
763,763,덤,2
764,764,몬,1
765,765,탈,4
766,766,쭤,3
767,767,딜,10
768,768,딘,2
769,769,꾀,1
770,770,낸,10
771,771,겐,2
772,772,택,12
773,773,폈,1
774,774,암,8
775,775,월,41
776,776,존,34
777,777,잰,1
778,778,꿈,13
779,779,둑,2
780,780,규,8
781,781,딥,3
782,782,판,10
783,783,펼,2
784,784,밝,7
785,785,띄,2
786,786,웬,10
787,787,빌,10
788,788,딴,6
789,789,킥,8
790,790,떼,10
791,791,P,14
792,792,C,20
793,793,횡,4
794,794,왼,8
795,795,딪,9
796,796,팠,4
797,797,땠,13
798,798,턱,6
799,799,덕,9
800,800,꺾,3
801,801,쩡,7
802,802,쾅,4
803,803,풍,11
804,804,콜,2
805,805,콘,7
806,806,엠,3
807,807,째,35
808,808,묻,1
809,809,삘,1
810,810,볍,2
811,811,덥,1
812,812,컬,7
813,813,닷,3
814,814,흡,7
815,815,닸,1
816,816,콧,1
817,817,녔,10
818,818,빗,1
819,819,낄,9
820,820,녕,4
821,821,뭘,26
822,822,픔,2
823,823,뎌,3
824,824,십,10
825,825,푸,10
826,826,랠,1
827,827,멋,7
828,828,늙,3
829,829,양,46
830,830,글,28
831,831,쪼,17
832,832,끈,7
833,833,엘,5
834,834,씁,3
835,835,딩,5
836,836,릉,13
837,837,댁,1
838,838,짤,5
839,839,땅,1
840,840,덩,5
841,841,농,1
842,842,벗,18
843,843,덮,3
844,844,앙,4
845,845,걷,5
846,846,밭,2
847,847,랄,8
848,848,옳,2
849,849,읽,2
850,850,헌,1
851,851,핵,4
852,852,쁠,1
853,853,쎄,3
854,854,융,1
855,855,앵,1
856,856,춥,2
857,857,듬,4
858,858,씹,4
859,859,엥,1
860,860,엽,7
861,861,낭,4
862,862,뷰,3
863,863,웅,4
864,864,핫,2
865,865,퉜,1
866,866,껀,1
867,867,릿,5
868,868,훌,1
869,869,륭,1
870,870,닿,5
871,871,왕,2
872,872,겹,7
873,873,쥐,5
874,874,뀐,6
875,875,끓,6
876,876,굶,2
877,877,갬,1
878,878,휘,23
879,879,6,16
880,880,쩌,4
881,881,뜻,1
882,882,플,15
883,883,숟,3
884,884,줌,24
885,885,깝,8
886,886,뿐,6
887,887,흠,4
888,888,칫,3
889,889,뺀,3
890,890,쒸,1
891,891,캐,5
892,892,릭,4
893,893,탄,4
894,894,얻,4
895,895,벽,31
896,896,팅,2
897,897,킬,5
898,898,힐,2
899,899,찔,4
900,900,꾹,1
901,901,찡,1
902,902,찜,2
903,903,뼛,2
904,904,젊,12
905,905,룹,3
906,906,뭉,6
907,907,힌,6
908,908,쿡,4
909,909,뺨,1
910,910,탐,1
911,911,팡,2
912,912,쾌,10
913,913,뜬,2
914,914,켰,5
915,915,짚,3
916,916,홍,23
917,917,벼,2
918,918,땀,1
919,919,갇,3
920,920,쿵,17
921,921,닥,11
922,922,잊,5
923,923,쇠,5
924,924,펜,5
925,925,큐,3
926,926,총,2
927,927,쏜,1
928,928,꿋,2
929,929,렌,3
930,930,멤,6
931,931,굉,18
932,932,갭,2
